rsv$ query identifier$ p@5$ p@10$ recall$ f_measure$ precision interpolation
scalar$ 18$ 0.3333333333333333$ 0.3333333333333333$ 1.0$ 0.10286097738901973$ 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 19$ 1.0$ 1.0, 0.3333333333333333$ 0.8395061728395061$ 0.3503624764644315$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 20$ 0.3333333333333333$ 0.3333333333333333, 0.25$ 0.6805555555555556$ 0.20563048321353752$ 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 21$ None$ None$ 0.96$ 0.047895253625437915$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 22$ 0.5$ 0.5$ 0.9622641509433962$ 0.1347159954299675$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 23$ 0.5, 0.5$ 0.5, 0.5, 0.3333333333333333$ 1.0$ 0.14800938262272126$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 24$ 0.3333333333333333, 0.5$ 0.3333333333333333, 0.5$ 1.0$ 0.16712666369993964$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 25$ 0.25$ 0.25, 0.2$ 0.8484848484848485$ 0.2424885507447575$ 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 26$ 0.5, 0.6666666666666666, 0.75, 0.8$ 0.5, 0.6666666666666666, 0.75, 0.8, 0.8333333333333334, 0.8571428571428571, 0.875, 0.8888888888888888$ 0.9107142857142857$ 0.5074894199264551$ 0.8888888888888888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 27$ 0.5, 0.6666666666666666, 0.6$ 0.5, 0.6666666666666666, 0.6, 0.6666666666666666, 0.625$ 0.9826086956521739$ 0.4702917162890713$ 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 28$ None$ 0.14285714285714285$ 0.95$ 0.1591461651159272$ 0.14285714285714285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 29$ None$ 0.1111111111111111$ 0.9583333333333334$ 0.2660031435870242$ 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 30$ 1.0, 1.0, 1.0, 1.0, 1.0$ 1.0, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 0.875, 0.8888888888888888$ 0.664179104477612$ 0.42402814532911876$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 31$ None$ 0.1111111111111111$ 0.9672131147540983$ 0.12629242640681343$ 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 32$ None$ 0.1$ 0.905982905982906$ 0.19724462974452694$ 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 33$ None$ 0.1111111111111111$ 1.0$ 0.06670394850690081$ 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 34$ 1.0, 0.6666666666666666$ 1.0, 0.6666666666666666, 0.42857142857142855, 0.4444444444444444$ 1.0$ 0.28884189102261015$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 35$ 0.25, 0.4$ 0.25, 0.4, 0.5, 0.5714285714285714, 0.625$ 0.8372093023255814$ 0.3199760037210278$ 0.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 36$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 37$ 0.5, 0.5$ 0.5, 0.5$ 0.975$ 0.19766942763775236$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 38$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 39$ None$ None$ 1.0$ 0.04026736041144591$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 40$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 41$ None$ 0.1111111111111111$ 1.0$ 0.09727201318653447$ 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 42$ None$ 0.14285714285714285, 0.2$ 0.98$ 0.18772039518578915$ 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 43$ None$ None$ 1.0$ 0.024195441004401085$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 44$ 0.25, 0.4$ 0.25, 0.4, 0.5$ 0.9741935483870968$ 0.3266925670989734$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 45$ 0.5$ 0.5, 0.25$ 1.0$ 0.22413448971688285$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 46$ None$ 0.14285714285714285, 0.25$ 0.9913793103448276$ 0.22469475137416334$ 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 47$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 48$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 49$ None$ None$ 0.9705882352941176$ 0.08008668707224124$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 50$ 0.5$ 0.5, 0.3333333333333333, 0.42857142857142855, 0.4444444444444444, 0.5$ 0.9887640449438202$ 0.43222354442375843$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 51$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 52$ 1.0, 0.4$ 1.0, 0.4, 0.42857142857142855, 0.5, 0.5$ 1.0$ 0.4603852002808786$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 53$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 54$ None$ None$ 0.9803921568627451$ 0.1375868977524389$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 55$ 1.0, 1.0, 1.0, 1.0$ 1.0, 1.0, 1.0, 1.0, 0.7142857142857143, 0.6666666666666666$ 1.0$ 0.5811453418281912$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 56$ None$ 0.16666666666666666$ 1.0$ 0.1686977651399128$ 0.16666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 57$ 1.0, 0.5$ 1.0, 0.5$ 1.0$ 0.22156831800438467$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 58$ None$ 0.1111111111111111$ 1.0$ 0.2440902033586833$ 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 59$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 60$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 61$ None$ None$ 1.0$ 0.03304469842193463$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 62$ 0.5$ 0.5, 0.3333333333333333$ 1.0$ 0.18737247614906938$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 63$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 64$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 65$ 0.3333333333333333$ 0.3333333333333333, 0.3333333333333333$ 1.0$ 0.2319419490823882$ 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 66$ 1.0, 1.0, 1.0$ 1.0, 1.0, 1.0, 0.5$ 1.0$ 0.43555583920645635$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 67$ None$ 0.1$ 1.0$ 0.09695384546995651$ 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 68$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 69$ None$ None$ 1.0$ 0.046387882858247444$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 70$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 71$ 0.3333333333333333$ 0.3333333333333333$ 1.0$ 0.11004296460499628$ 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 72$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 73$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 74$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 75$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 76$ None$ 0.14285714285714285, 0.2222222222222222$ 1.0$ 0.20258421611735633$ 0.2222222222222222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 77$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 78$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 79$ 0.5, 0.5$ 0.5, 0.5$ 1.0$ 0.25820658515124156$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 80$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 81$ 0.5$ 0.5$ 1.0$ 0.1177219514699105$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 82$ None$ 0.1$ 1.0$ 0.09151398669836233$ 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 83$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 84$ None$ None$ 1.0$ 0.034706792203655$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 85$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 86$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 87$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 88$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 89$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 90$ None$ None$ 1.0$ 0.1074725346592183$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 91$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 92$ 0.25$ 0.25, 0.2222222222222222$ 0.9736842105263158$ 0.09744642013895925$ 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 93$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 94$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 95$ None$ 0.16666666666666666$ 1.0$ 0.0680097758928027$ 0.16666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 96$ None$ None$ 1.0$ 0.02646824820211066$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 97$ None$ 0.16666666666666666, 0.2$ 1.0$ 0.14360591420608165$ 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 98$ 1.0$ 1.0, 0.3333333333333333, 0.42857142857142855$ 1.0$ 0.2491655347982142$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 99$ 0.25$ 0.25, 0.2$ 1.0$ 0.16129711636821512$ 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 100$ None$ None$ 1.0$ 0.033431907867812374$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 101$ None$ None$ 1.0$ 0.031746031746031744$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 102$ 0.5, 0.5$ 0.5, 0.5, 0.375$ 1.0$ 0.2894016577539395$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 103$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 104$ None$ None$ 1.0$ 0.04422996461031692$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 105$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 106$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 107$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 108$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 109$ None$ None$ 1.0$ 0.12971911868876126$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 110$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 111$ 1.0, 0.4$ 1.0, 0.4, 0.5$ 1.0$ 0.5078598365200142$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
scalar$ 112$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 1$ None$ None$ 0.9130434782608695$ 0.06284265041256325$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 2$ None$ None$ 0.8846153846153846$ 0.059098285425818756$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 3$ 1.0, 1.0, 1.0$ 1.0, 1.0, 1.0, 0.6666666666666666, 0.625$ 0.9545454545454546$ 0.42014573346380235$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 4$ None$ 0.1$ 0.875$ 0.09282779072089688$ 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 5$ None$ None$ 0.9583333333333334$ 0.07479722940651676$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 6$ None$ None$ 1.0$ 0.039999999999999994$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 7$ None$ None$ 1.0$ 0.020015441422878096$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 8$ None$ None$ 1.0$ 0.026224914984354038$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 9$ 0.2$ 0.2, 0.2857142857142857$ 0.9117647058823529$ 0.1365829337855224$ 0.2857142857142857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 10$ 0.5, 0.5, 0.6$ 0.5, 0.5, 0.6$ 1.0$ 0.26267446718815973$ 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 11$ 0.5, 0.6666666666666666$ 0.5, 0.6666666666666666, 0.5, 0.4444444444444444$ 0.9763779527559056$ 0.3658412811990877$ 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 12$ 0.5$ 0.5, 0.25$ 0.7692307692307693$ 0.13532243070043734$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 13$ 1.0$ 1.0, 0.2857142857142857$ 0.9340659340659341$ 0.2805481286794274$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 14$ None$ None$ 0.6666666666666666$ 0.006246150678789083$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 15$ None$ 0.1111111111111111$ 0.9146341463414634$ 0.10797777088693712$ 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 16$ None$ None$ 1.0$ 0.07854013188533063$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 17$ None$ 0.1$ 0.9230769230769231$ 0.04559045575794724$ 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 18$ None$ 0.14285714285714285$ 1.0$ 0.10541908706211896$ 0.14285714285714285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 19$ 0.25$ 0.25$ 0.8395061728395061$ 0.3459786171827658$ 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 20$ 0.25, 0.4$ 0.25, 0.4, 0.42857142857142855$ 0.6805555555555556$ 0.2082175424363457$ 0.42857142857142855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 21$ None$ None$ 0.96$ 0.04164282786427523$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 22$ None$ None$ 0.9622641509433962$ 0.12450073047757816$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 23$ 0.5$ 0.5, 0.3333333333333333$ 1.0$ 0.15617050674813532$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 24$ 0.2$ 0.2$ 1.0$ 0.17868572248518766$ 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 25$ None$ 0.16666666666666666, 0.2857142857142857$ 0.8484848484848485$ 0.24115867654017573$ 0.2857142857142857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 26$ 1.0, 0.6666666666666666, 0.75, 0.8$ 1.0, 0.6666666666666666, 0.75, 0.8, 0.8333333333333334, 0.8571428571428571, 0.875$ 0.9107142857142857$ 0.5086620085622666$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 27$ 1.0, 0.6666666666666666, 0.75, 0.8$ 1.0, 0.6666666666666666, 0.75, 0.8, 0.8333333333333334, 0.6666666666666666$ 0.9826086956521739$ 0.5003361709002607$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 28$ None$ None$ 0.95$ 0.1409093346835585$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 29$ 1.0, 0.5$ 1.0, 0.5, 0.5, 0.5714285714285714, 0.5555555555555556, 0.6$ 0.9583333333333334$ 0.34613594969367595$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 30$ 1.0, 1.0, 1.0, 1.0, 1.0$ 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8888888888888888$ 0.664179104477612$ 0.39337239856878253$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 31$ None$ 0.1111111111111111$ 0.9672131147540983$ 0.12514305852126312$ 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 32$ None$ 0.14285714285714285, 0.25$ 0.905982905982906$ 0.19850081911004042$ 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 33$ None$ None$ 1.0$ 0.07625527704168941$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 34$ 1.0, 0.6666666666666666, 0.6$ 1.0, 0.6666666666666666, 0.6, 0.4444444444444444$ 1.0$ 0.3418954838408252$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 35$ 0.5, 0.5$ 0.5, 0.5, 0.42857142857142855$ 0.8372093023255814$ 0.23567168354661935$ 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 36$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 37$ 0.25$ 0.25, 0.2$ 0.975$ 0.21954634639701992$ 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 38$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 39$ None$ None$ 1.0$ 0.055390264788346674$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 40$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 41$ None$ 0.125$ 1.0$ 0.11798563929772317$ 0.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 42$ 0.2$ 0.2, 0.2857142857142857, 0.375$ 0.98$ 0.27999425833292907$ 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 43$ None$ None$ 1.0$ 0.025211812788814916$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 44$ 0.5, 0.4$ 0.5, 0.4, 0.5, 0.5, 0.5555555555555556, 0.6$ 0.9741935483870968$ 0.37417474137280116$ 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 45$ 0.3333333333333333$ 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4$ 1.0$ 0.26577443320096844$ 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 46$ 1.0, 0.5, 0.6$ 1.0, 0.5, 0.6, 0.6666666666666666, 0.625$ 0.9913793103448276$ 0.289888393269814$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 47$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 48$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 49$ None$ None$ 0.9705882352941176$ 0.07578768715172493$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 50$ 1.0, 0.6666666666666666, 0.75$ 1.0, 0.6666666666666666, 0.75, 0.5714285714285714, 0.625, 0.6666666666666666, 0.7$ 0.9887640449438202$ 0.5014083252860944$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 51$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 52$ 0.5, 0.6666666666666666$ 0.5, 0.6666666666666666, 0.5, 0.4$ 1.0$ 0.38199642742289447$ 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 53$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 54$ 0.25$ 0.25, 0.2$ 0.9803921568627451$ 0.1967209265085204$ 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 55$ 1.0, 1.0, 1.0, 0.8$ 1.0, 1.0, 1.0, 0.8, 0.625$ 1.0$ 0.5460514346115104$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 56$ 1.0, 0.4$ 1.0, 0.4, 0.42857142857142855$ 1.0$ 0.20196481002869035$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 57$ None$ None$ 1.0$ 0.10075663818075607$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 58$ 0.2$ 0.2, 0.3333333333333333$ 1.0$ 0.33830255720313157$ 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 59$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 60$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 61$ None$ 0.14285714285714285$ 1.0$ 0.0668354537104959$ 0.14285714285714285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 62$ 0.25$ 0.25, 0.2857142857142857, 0.375$ 1.0$ 0.20025728970784848$ 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 63$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 64$ None$ None$ 0$ 0$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 65$ 1.0, 0.5$ 1.0, 0.5$ 1.0$ 0.3582730187068257$ 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 66$ 0.5, 0.6666666666666666, 0.75$ 0.5, 0.6666666666666666, 0.75, 0.6666666666666666, 0.7142857142857143, 0.75, 0.7777777777777778$ 1.0$ 0.4291162623845683$ 0.7777777777777778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cosine$ 67$ None$ None$ 1.0$ 0.11383732210472865$ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
